nombre_cancion,anio,mes,reproducciones,likes
Repetición,2019,Marzo,2243,4945
Desvelo II,2017,Abril,1275,3083
Equilibrio,2020,Agosto,2995,4460
Ruido Blanco,2021,Marzo,2275,4284
Colisión,2023,Febrero,922,1980
Lento Adiós,2024,Junio,4681,2010
Pecado,2022,Agosto,3662,1295
Voces,2024,Febrero,3565,1011
Lluvia de Estrellas,2023,Febrero,215,3889
Voces,2025,Abril,2708,1217
Vértigo,2023,Noviembre,2526,271
Sombras del Ayer,2020,Septiembre,2464,1416
Sombras II,2023,Mayo,3651,4392
Fuego Interno,2016,Octubre,1894,341
Sombras II,2018,Febrero,2003,2266
Instante,2016,Julio,756,1793
Colisión,2016,Agosto,1874,1
Desvelo,2017,Septiembre,2951,497
Alma Libre,2017,Febrero,2424,4055
Fragmentada,2021,Febrero,2055,46
Fragmentos,2024,Julio,700,4611
Después de Ti,2020,Julio,3521,4805
Instinto,2020,Febrero,4754,271
Intermitente,2020,Agosto,2514,1755
Distancia,2018,Agosto,3708,3306
Instinto,2022,Marzo,3567,2174
Intermitente,2025,Febrero,335,4543
Pulso Final,2017,Abril,4210,1989
Destino Cruzado,2017,Junio,3320,2989
Renacer,2015,Enero,1416,4009
Colisión,2019,Marzo,2834,341
Equilibrio,2021,Abril,1098,4180
Destino Cruzado,2022,Octubre,1730,4644
Claroscuro,2018,Abril,3158,539
Sombras II,2021,Octubre,1961,4991
Corazón Eléctrico,2021,Enero,3370,115
Nostalgia,2024,Marzo,2983,1589
Sin Control,2017,Abril,3346,4200
Horizonte Rojo,2016,Noviembre,1904,1568
Sombras del Ayer,2020,Julio,420,4360
Despierto,2019,Septiembre,113,538
Lluvia de Estrellas,2024,Octubre,3732,3930
Niebla,2018,Enero,4420,2250
Sombras II,2017,Julio,2435,1623
Horizonte Rojo,2017,Abril,2367,2799
Tiempo Muerto,2018,Septiembre,2912,3166
Eterno,2020,Septiembre,2616,1114
Distancia,2018,Junio,2222,2239
Ritmo Urbano,2024,Mayo,3734,4148
Repetición,2023,Septiembre,1742,2414
Fragmentos,2021,Julio,3745,58
Horizonte Rojo,2020,Junio,3410,4881
Entre Sombras,2023,Septiembre,2072,4417
Sin Mirar Atrás,2015,Marzo,4873,1079
Callejón,2024,Junio,3301,4361
Laberinto,2017,Abril,3293,2244
Pulso Final,2022,Septiembre,4267,4206
Oscuridad Total,2023,Febrero,383,4031
Lento Adiós,2022,Agosto,1476,2776
Laberinto,2021,Febrero,2538,1565
Desvelo II,2017,Julio,1086,3730
Horizonte,2015,Agosto,3138,4601
Despierto,2021,Junio,3935,2468
Al Límite,2019,Mayo,2141,4585
Punto Final,2021,Enero,3400,2797
Alma Libre,2024,Octubre,271,2370
Despierto,2018,Diciembre,1080,1680
Instante,2025,Marzo,712,3160
Eterno,2019,Septiembre,3825,4930
Repetición,2025,Mayo,3199,2613
Contratiempo,2016,Enero,4791,4955
Última Vez,2022,Julio,2884,2211
Fantasmas,2019,Agosto,2116,1639
Sombras II,2025,Noviembre,3538,4195
Ritmo Urbano,2023,Febrero,548,3621
Gravedad,2018,Febrero,2622,2618
Pecado,2023,Enero,3723,1744
Lento Adiós,2024,Marzo,39,4894
Destino Cruzado,2024,Septiembre,4995,4646
Latidos,2015,Agosto,2082,4803
Sutil,2025,Mayo,2921,627
Sin Filtro,2021,Agosto,3676,554
Punto Final,2017,Julio,1607,2080
Tensión,2020,Septiembre,3400,2687
Inercia,2017,Septiembre,2774,3238
Vértigo,2015,Enero,1540,4977
Pulso,2017,Febrero,710,2940
Horizonte Rojo,2025,Septiembre,4082,2950
Fantasmas,2018,Febrero,1869,2005
Latente,2019,Noviembre,3779,109
Voces,2021,Mayo,1681,2176
Latente,2019,Diciembre,1324,1411
Renacer,2025,Mayo,4682,4147
Repetición,2025,Octubre,1853,585
Al Límite,2023,Julio,2087,4604
Fantasmas,2023,Diciembre,3087,2477
Última Vez,2022,Mayo,3184,2512
Después de Ti,2017,Marzo,647,1020
Renacer,2019,Julio,3634,3587
Inercia,2019,Febrero,990,4978
Laberinto,2019,Abril,2710,1890
Instinto,2024,Febrero,3840,3499
Cicatrices,2019,Julio,1067,2426
Voces,2023,Agosto,725,1963
Entre Sombras,2024,Enero,4914,1707
Último Latido,2024,Abril,597,3263
Fuego Interno,2022,Abril,4580,2698
Destino Cruzado,2018,Junio,3249,3775
Vértice,2019,Agosto,4658,4429
Tensión,2023,Octubre,1948,4851
Alma Libre,2022,Febrero,3351,1563
Instante,2025,Marzo,585,4764
Renacer,2021,Mayo,3995,3484
Colisión,2015,Agosto,3862,4566
Retroceso,2015,Abril,4481,2761
Despierto,2021,Noviembre,2581,1067
Lento Adiós,2024,Septiembre,1514,3631
Espiral,2016,Marzo,682,2484
Ruido Blanco,2018,Septiembre,344,2113
A Contraluz,2023,Septiembre,420,1845
Fuego Interno,2024,Abril,3481,2191
Tiempo Muerto,2025,Julio,4998,3887
Repetición,2022,Junio,1545,3818
Equilibrio,2022,Agosto,1411,323
Vértigo,2024,Diciembre,766,1962
Caída Libre,2024,Noviembre,2115,712
Latidos,2016,Marzo,2928,1682
Fantasmas,2015,Mayo,2295,2176
Mirada Fría,2018,Diciembre,726,4926
Despierta,2016,Diciembre,4330,2905
Espiral,2021,Agosto,4901,2548
Instinto,2018,Septiembre,4808,4850
Ecos,2025,Noviembre,1154,840
Desvelo II,2023,Julio,270,1876
Claroscuro,2018,Abril,1233,2257
Recuerdos,2017,Febrero,2262,3125
Fuego Interno,2019,Mayo,2187,3558
Fantasmas,2024,Enero,3288,1950
Instinto,2024,Septiembre,1441,3318
Repetición,2022,Octubre,617,4112
Tensión,2021,Noviembre,905,1939
A Contraluz,2020,Junio,2412,1609
Alma Libre,2021,Septiembre,4365,3124
Corazón Eléctrico,2020,Septiembre,4034,4985
Desvelo II,2016,Noviembre,3926,1856
Inercia,2023,Marzo,404,3681
Fantasmas,2025,Agosto,3954,529
Pulso,2016,Agosto,3863,3739
Fantasmas,2022,Septiembre,4272,4869
Corazón Eléctrico,2019,Febrero,1890,1050
Horizonte,2022,Septiembre,4304,891
Nostalgia,2020,Octubre,493,2931
Marea Alta,2018,Septiembre,682,3635
Ausencia,2019,Diciembre,988,3641
Sombras II,2025,Junio,4427,2169
Nostalgia,2020,Noviembre,2091,2487
Caos,2023,Julio,4639,2932
Entre Sombras,2024,Febrero,4736,3866
Colisión,2015,Febrero,869,849
Desvelo II,2015,Mayo,796,168
Siluetas,2015,Marzo,3617,949
Tensión,2016,Diciembre,579,3915
Sin Mirar Atrás,2022,Noviembre,722,3971
Desfase,2015,Febrero,1382,4278
Llama Azul,2020,Febrero,2417,1004
Laberinto,2015,Junio,3913,4974
Ritmo Urbano,2018,Julio,1499,910
Fuego Interno,2023,Junio,4771,1475
Distancia,2023,Septiembre,2374,3011
A Contraluz,2017,Junio,549,1446
Reinicio,2020,Noviembre,2754,502
Intermitente,2022,Febrero,190,3442
Último Latido,2020,Mayo,1412,2956
Lluvia de Estrellas,2019,Julio,4927,4380
Llama Azul,2025,Mayo,3706,2992
Espiral,2021,Noviembre,180,2232
Punto Ciego,2022,Agosto,4089,3184
Pulso,2017,Diciembre,1357,1728
Fuego Interno,2022,Enero,1498,1600
Pulso Final,2016,Julio,1956,496
Después de Ti,2017,Enero,661,1876
Pecado,2020,Abril,351,277
Ruido Blanco,2019,Enero,538,2083
Fragmentos,2015,Febrero,3971,3525
Pecado,2024,Agosto,2691,22
Niebla,2024,Febrero,4003,4799
Desconexión,2015,Julio,2997,644
Lento Adiós,2021,Diciembre,2215,1776
Desvelo II,2022,Febrero,395,1466
Lluvia de Estrellas,2022,Marzo,1527,687
Cicatrices,2021,Agosto,4028,3246
Pecado,2016,Junio,1855,1148
Ruido Blanco,2015,Junio,1138,3986
Entre Sombras,2022,Noviembre,4793,1766
Pulso Final,2019,Junio,4012,1792
Pulso Final,2016,Junio,3636,4994
Punto Ciego,2017,Agosto,4856,3146
Vértigo,2020,Febrero,3024,1137
Intermitente,2022,Septiembre,830,2833
Corazón Eléctrico,2022,Enero,343,1951
Intermitente,2020,Agosto,4741,3073
A Media Luz,2022,Enero,4659,638
Alma Libre,2022,Noviembre,2731,3834
A Contraluz,2018,Junio,1554,2716
Vértigo,2017,Julio,4778,4228
Marea Alta,2022,Enero,349,1270
Oscuridad Total,2015,Marzo,3076,1302
Punto Final,2019,Diciembre,1955,313
Claroscuro,2019,Agosto,1751,1624
Eterno,2018,Septiembre,3523,4298
Instinto,2024,Noviembre,3275,4586
Fantasmas,2015,Mayo,4954,4187
Pulso,2023,Junio,3781,4660
Marea Alta,2020,Mayo,333,2339
Eterno,2025,Diciembre,201,4394
Fuego Interno,2015,Mayo,2824,43
Ritmo Urbano,2018,Agosto,4390,1904
Desvelo,2021,Mayo,3095,3340
Siluetas,2025,Abril,470,3447
Contratiempo,2019,Julio,1628,4869
Destino Cruzado,2020,Septiembre,207,1022
Inercia,2018,Octubre,4286,4667
Retroceso,2017,Julio,3268,2200
Alma Libre,2016,Marzo,2103,597
Despierto,2020,Noviembre,4091,1228
Caída Libre,2024,Mayo,3043,3180
Alma Libre,2018,Junio,940,231
Latente,2015,Septiembre,739,4314
Latidos,2015,Julio,1784,2771
Inercia,2021,Enero,4782,2040
Vértigo,2015,Febrero,839,2876
Ausencia,2020,Septiembre,1120,2857
Punto Ciego,2019,Agosto,2999,4140
Llama Azul,2023,Diciembre,3578,1727
Fragmentos,2018,Diciembre,195,4972
Caída Libre,2015,Enero,1883,4538
Repetición,2022,Marzo,2591,1813
Voces,2024,Mayo,348,3933
Fuego Interno,2023,Junio,2352,3515
Ciudad Rota,2018,Octubre,3827,2135
Último Latido,2018,Febrero,1543,1468
Caída Libre,2015,Septiembre,4770,4009
Gravedad,2019,Julio,3759,1022
Equilibrio,2015,Septiembre,4178,3662
Sutil,2018,Marzo,4582,1977
Horizonte,2021,Agosto,4133,4737
Última Vez,2024,Enero,71,4423
Ruido Blanco,2018,Abril,2631,1067
Último Latido,2022,Mayo,2354,2958
Después de Ti,2019,Junio,3181,3228
Al Límite,2019,Enero,1939,2249
Horizonte Rojo,2022,Octubre,1546,1797
Claroscuro,2022,Noviembre,2437,3999
Recuerdos,2015,Febrero,787,1045
Cenizas,2019,Junio,4182,3534
Ruido Blanco,2018,Mayo,1781,3974
Instante,2025,Diciembre,4483,2885
Espiral,2020,Mayo,315,48
Desorden,2017,Abril,3866,686
Pálpito,2017,Febrero,3132,3133
Resonancia,2016,Noviembre,4286,4290
Desvelo,2021,Noviembre,2672,4783
Inercia,2019,Mayo,999,4262
A Media Luz,2020,Marzo,2326,3491
Desvelo II,2021,Septiembre,2616,2402
Caída Libre,2022,Noviembre,4199,3654
Último Latido,2023,Octubre,782,4435
Tiempo Muerto,2021,Mayo,2664,136
Ausencia,2022,Julio,836,2434
Vértice,2023,Agosto,4756,4904
Nostalgia,2024,Julio,4870,2783
Punto Final,2018,Agosto,4439,2734
Fragmentos,2022,Febrero,4158,702
Sin Mirar Atrás,2025,Abril,2249,4333
Mirada Fría,2025,Marzo,4680,86
Cenizas,2022,Abril,3064,5000
Renacer,2024,Agosto,442,350
Pecado,2023,Diciembre,3736,2496
Colisión,2015,Abril,1744,4454
Renacer,2018,Diciembre,239,1007
Equilibrio,2022,Febrero,4984,788
Vértigo,2023,Agosto,881,748
Sin Control,2021,Marzo,2253,4186
Corazón Eléctrico,2024,Mayo,369,101
Tensión,2020,Abril,3574,1495
Pálpito,2023,Febrero,1596,2960
Equilibrio,2019,Junio,3570,1508
Sombras del Ayer,2023,Septiembre,3626,862
Pulso Final,2017,Noviembre,393,3727
Despierto,2024,Julio,3165,1102
Sutil,2023,Marzo,3027,771
Fuego Interno,2024,Diciembre,2427,2790
Caída Libre,2017,Mayo,3977,3174
Fragmentos,2015,Abril,4873,3256
Marea Alta,2023,Septiembre,1801,1880
Al Límite,2024,Noviembre,2339,2185
Inercia,2015,Diciembre,3454,631
Última Vez,2021,Marzo,331,4361
Fragmentada,2025,Abril,49,4062
Alma Libre,2015,Febrero,534,2166
Vértice,2021,Octubre,1072,750
Punto Ciego,2016,Abril,2688,3880
Desconexión,2018,Junio,766,1308
Última Vez,2024,Julio,1464,2868
Distancia,2019,Agosto,2343,1057
Tensión,2025,Agosto,1222,1302
Instinto,2018,Junio,572,702
Despierto,2019,Agosto,2014,3570
Eco Final,2017,Agosto,2589,3651
Niebla,2016,Diciembre,2996,4057
Pulso Final,2021,Septiembre,1687,1477
Colisión,2018,Junio,2686,4570
Ausencia,2022,Mayo,3166,2472
Voces,2022,Septiembre,2854,4631
Sin Control,2018,Agosto,592,517
Repetición,2022,Febrero,3790,1333
Renacer,2024,Enero,3622,3031
Punto Ciego,2016,Mayo,3107,1900
Sin Control,2019,Noviembre,2720,765
Ritmo Urbano,2017,Febrero,2148,3076
Al Límite,2022,Febrero,3305,3832
Fuego Interno,2022,Mayo,999,115
A Contraluz,2017,Junio,1168,1817
Niebla,2018,Abril,1719,1312
Corazón Eléctrico,2022,Marzo,3154,4365
Fragmentada,2017,Marzo,234,3260
Intermitente,2023,Noviembre,513,3712
Sin Control,2018,Febrero,491,2120
Inercia,2021,Julio,2257,587
A Contraluz,2016,Abril,604,4106
Fantasmas,2025,Agosto,511,183
Sutil,2021,Noviembre,4226,4648
Punto Final,2020,Mayo,1876,2477
Fragmentos,2017,Noviembre,1138,610
Reinicio,2025,Noviembre,3485,1659
Sutil,2017,Septiembre,796,3848
Caos,2022,Diciembre,2655,4318
Fuego Interno,2020,Agosto,7,4973
Fantasmas,2018,Mayo,108,4041
Punto Final,2024,Enero,4995,932
Sin Filtro,2021,Noviembre,4907,2370
Caos,2021,Enero,4259,1285
Desvelo II,2025,Octubre,3870,117
Renacer,2015,Mayo,4816,3900
Latidos,2016,Mayo,2751,2560
Lluvia de Estrellas,2015,Mayo,4873,1502
Contratiempo,2019,Abril,4440,4870
Laberinto,2022,Febrero,1616,2767
Desvelo II,2015,Junio,1739,3071
Punto Final,2025,Agosto,1080,1586
Sutil,2022,Octubre,889,2771
Sutil,2024,Octubre,1614,1587
Fantasmas,2015,Febrero,4536,3850
Al Límite,2023,Junio,1545,27
Contratiempo,2015,Marzo,1332,4435
Voces,2024,Enero,1823,4093
Colisión,2020,Marzo,962,586
Inercia,2020,Noviembre,876,4836
Mil Vidas,2024,Mayo,150,4637
Sin Mirar Atrás,2015,Agosto,1634,4269
Sin Mirar Atrás,2024,Marzo,4976,4140
Latente,2022,Agosto,1797,1668
A Contraluz,2017,Agosto,3731,2217
Lento Adiós,2015,Diciembre,4893,875
Vértigo,2022,Noviembre,701,4509
Retroceso,2016,Febrero,2453,3328
Cicatrices,2019,Enero,891,725
Pulso Final,2018,Noviembre,1917,48
Laberinto,2020,Julio,4339,1328
Después de Ti,2016,Agosto,4318,418
Ecos,2019,Septiembre,4862,986
Espiral,2021,Enero,1889,2930
Repetición,2025,Enero,2775,4998
Niebla,2019,Noviembre,3507,1273
Antes del Silencio,2019,Diciembre,751,2307
Latente,2015,Junio,1106,4343
Cicatrices,2025,Agosto,4709,3651
Mirada Fría,2016,Febrero,2616,4049
Punto Ciego,2015,Abril,2408,2847
Ecos,2015,Junio,1404,1155
Caos,2022,Diciembre,1154,3126
Reinicio,2019,Junio,1873,787
Último Latido,2018,Junio,1261,2437
Sombras del Ayer,2022,Mayo,2556,934
Vértigo,2015,Enero,4276,1140
Lento Adiós,2016,Marzo,230,483
Repetición,2022,Marzo,3910,3430
Pulso,2015,Octubre,2586,2419
Instante,2019,Noviembre,3991,441
Eco Final,2022,Octubre,3295,831
Sin Control,2020,Octubre,451,2374
Callejón,2015,Junio,2225,4317
Sutil,2016,Julio,37,4790
Ausencia,2025,Mayo,2588,4826
Repetición,2022,Enero,4246,621
Sutil,2024,Diciembre,1026,1433
Sombras II,2023,Agosto,2403,1997
Ecos,2016,Octubre,3581,1691
Punto Final,2023,Marzo,1623,3945
Voces,2021,Abril,2579,2166
Fragmentada,2018,Marzo,4995,2476
Fuego Interno,2020,Febrero,5000,4629
Después de Ti,2019,Diciembre,3249,3191
Último Latido,2024,Febrero,2753,3770
Ausencia,2021,Noviembre,3499,4872
Retroceso,2024,Noviembre,4931,4766
Caos,2024,Enero,900,1414
Fragmentada,2016,Febrero,4405,1393
Sutil,2021,Julio,433,250
Cicatrices,2016,Junio,1782,1702
Corazón Eléctrico,2022,Julio,1081,3853
Latidos,2016,Marzo,3333,464
Desvelo II,2017,Abril,1721,3564
Corazón Eléctrico,2022,Mayo,72,2088
Renacer,2021,Marzo,3775,4551
Latidos,2022,Julio,4195,1595
Distancia,2019,Mayo,2419,4416
Sin Control,2023,Febrero,1623,2600
Entre Sombras,2019,Mayo,1527,2456
Fragmentos,2021,Mayo,2289,2957
Pulso Final,2018,Febrero,3188,872
Callejón,2020,Mayo,3016,3650
Ruido Blanco,2019,Diciembre,2605,446
Fragmentos,2020,Agosto,1317,478
Colisión,2022,Enero,1191,604
Recuerdos,2018,Octubre,3768,2708
Mirada Fría,2016,Mayo,720,2042
Nostalgia,2024,Octubre,731,111
Marea Alta,2019,Octubre,4963,1328
Inercia,2018,Diciembre,2605,2496
Ausencia,2018,Enero,3625,597
Instinto,2024,Julio,3751,704
Cenizas,2018,Enero,2053,149
Cicatrices,2018,Septiembre,1568,3117
Desorden,2017,Julio,1253,3705
Fantasmas,2022,Noviembre,4472,273
Instante,2022,Marzo,1906,3872
Llama Azul,2019,Septiembre,4256,849
Vértice,2022,Abril,2206,2071
Marea Alta,2019,Abril,4428,3576
Despierta,2020,Mayo,1117,231
Desvelo II,2019,Septiembre,3775,4308
Ecos,2019,Diciembre,3137,915
Horizonte Rojo,2019,Junio,2373,2937
Mirada Fría,2023,Febrero,1482,4170
Mil Vidas,2021,Enero,3813,299
Contratiempo,2017,Junio,30,4123
A Contraluz,2019,Octubre,2710,798
Al Límite,2022,Abril,3536,1146
Punto Final,2025,Octubre,2396,1793
A Contrarreloj,2016,Octubre,800,3561
Lento Adiós,2015,Abril,388,2792
Horizonte Rojo,2023,Diciembre,2286,3939
Sin Control,2021,Abril,3037,387
Resonancia,2015,Diciembre,4469,2993
Fuego Interno,2017,Septiembre,3938,911
Niebla,2025,Julio,982,2996
Tensión,2022,Junio,2983,3509
Renacer,2019,Noviembre,558,3299
Ausencia,2023,Abril,51,2525
Voces,2023,Abril,4620,4288
Mirada Fría,2024,Julio,2695,346
Pecado,2015,Octubre,4079,876
Tiempo Muerto,2017,Noviembre,99,1983
Lento Adiós,2020,Junio,4490,231
Fantasmas,2025,Febrero,1391,621
Latidos,2018,Abril,1299,3540
Callejón,2023,Febrero,967,304
Inercia,2023,Agosto,60,2636
Fragmentada,2018,Febrero,1192,4519
Vértice,2017,Agosto,4061,3545
Ausencia,2025,Enero,4443,3782
Eterno,2022,Septiembre,1025,4401
Desvelo II,2020,Diciembre,1509,3881
Caos,2022,Enero,728,1092
Latente,2017,Enero,2014,3769
Gravedad,2016,Septiembre,804,4023
Espiral,2019,Febrero,3251,1711
Laberinto,2018,Mayo,4950,989
Reinicio,2018,Junio,148,3239
Instante,2016,Diciembre,4544,1626
Sombras del Ayer,2020,Agosto,2989,1626
Punto Final,2015,Abril,4873,3640
Eco Final,2024,Diciembre,3982,2192
Antes del Silencio,2021,Abril,3598,1624
Callejón,2025,Julio,4197,4842
Caída Libre,2024,Mayo,4995,1162
Fantasmas,2020,Noviembre,265,379
Punto Final,2017,Enero,1501,4142
Despierta,2019,Agosto,1840,3774
Cenizas,2015,Marzo,2953,1105
Desorden,2016,Mayo,2565,2196
Mil Vidas,2023,Septiembre,802,772
Ausencia,2016,Abril,19,3546
Fantasmas,2022,Mayo,4221,242
Mirada Fría,2021,Julio,1076,2575
Cicatrices,2025,Abril,1448,485
A Media Luz,2015,Noviembre,335,3093
Mil Vidas,2021,Mayo,3787,3532
Alma Libre,2015,Mayo,2589,1264
Horizonte,2019,Marzo,1062,306
Ritmo Urbano,2019,Junio,1954,1536
A Contrarreloj,2017,Diciembre,2393,3207
Reinicio,2015,Abril,4664,227
Desconexión,2024,Octubre,4074,2705
Distancia,2020,Septiembre,206,3630
Horizonte,2020,Mayo,4181,3754
Cicatrices,2021,Marzo,4003,413
Inercia,2024,Julio,4333,1463
Llama Azul,2015,Diciembre,3831,2000
Repetición,2016,Septiembre,345,1005
Colisión,2022,Junio,1433,4518
Distancia,2020,Mayo,2187,2483
Última Vez,2022,Diciembre,818,962
A Contrarreloj,2024,Marzo,3536,826
Último Latido,2022,Noviembre,183,2864
Latente,2015,Agosto,4515,4254
Renacer,2025,Diciembre,4387,2474
Resonancia,2016,Marzo,2771,1173
Laberinto,2015,Noviembre,4428,2248
Recuerdos,2020,Octubre,3623,555
Sombras del Ayer,2018,Abril,4343,3620
Eco Final,2018,Agosto,3751,4811
Eterno,2024,Febrero,4993,161
Tensión,2024,Octubre,1307,1378
Después de Ti,2019,Enero,3674,548
Vértice,2018,Junio,956,4110
Fragmentos,2024,Julio,3552,213
Punto Ciego,2025,Febrero,3225,773
Sin Mirar Atrás,2022,Abril,2269,1373
Noches de Neón,2024,Diciembre,317,484
Nostalgia,2016,Enero,3069,4056
Sombras II,2022,Julio,2912,181
Entre Sombras,2024,Junio,4065,443
Después de Ti,2025,Agosto,4559,224
Alma Libre,2016,Agosto,3241,1043
Tiempo Muerto,2022,Octubre,2001,4049
Siluetas,2019,Junio,54,1267
Callejón,2016,Septiembre,2274,2010
Instante,2021,Mayo,3978,2761
Tensión,2025,Enero,1739,4525
Después de Ti,2015,Abril,2059,2121
Sin Control,2019,Enero,515,106
Nostalgia,2019,Febrero,2095,2933
Después de Ti,2024,Enero,2445,2574
Fragmentada,2024,Agosto,3200,4158
A Contraluz,2017,Marzo,783,1584
Contratiempo,2020,Mayo,205,4804
Callejón,2024,Marzo,4806,163
Sin Filtro,2020,Mayo,4499,3590
Después de Ti,2016,Mayo,831,4961
Nostalgia,2024,Julio,4216,1351
Cicatrices,2016,Diciembre,4152,4026
Renacer,2018,Mayo,3227,3145
Instinto,2016,Diciembre,1445,656
Vértigo,2019,Febrero,3376,2404
Lluvia de Estrellas,2021,Septiembre,4985,2762
Ecos,2016,Febrero,836,2419
Noches de Neón,2019,Enero,1683,2674
Contratiempo,2016,Diciembre,3810,1401
Voces,2016,Noviembre,2564,3486
Retroceso,2019,Abril,2275,814
Sutil,2015,Septiembre,824,1360
Tiempo Muerto,2022,Febrero,2336,3156
Sombras II,2015,Febrero,2170,4592
Llama Azul,2020,Febrero,1616,98
Espiral,2019,Abril,314,4363
Tiempo Muerto,2016,Diciembre,3546,3783
Último Latido,2020,Noviembre,2428,2972
Cenizas,2017,Enero,97,1790
Latidos,2017,Noviembre,964,4229
A Contraluz,2024,Noviembre,4216,625
Laberinto,2020,Agosto,3679,4813
Intermitente,2020,Mayo,3973,3445
Fragmentos,2016,Febrero,4629,3789
Al Límite,2018,Marzo,3099,2074
A Media Luz,2016,Octubre,4416,4855
Nostalgia,2023,Octubre,1672,845
Eco Final,2020,Junio,1336,184
Ruido Blanco,2025,Mayo,4882,752
Corazón Eléctrico,2018,Febrero,317,2745
Horizonte,2023,Julio,24,3522
Punto Final,2019,Agosto,4659,1545
Cenizas,2020,Junio,4146,2095
Desvelo II,2025,Enero,3178,1271
Ausencia,2024,Abril,2120,3663
Eco Final,2024,Junio,2514,1823
Cicatrices,2025,Julio,1111,1294
Pálpito,2024,Abril,140,2024
Mirada Fría,2020,Agosto,2314,1671
Lluvia de Estrellas,2019,Julio,3023,3232
Sin Filtro,2021,Junio,2068,4405
Corazón Eléctrico,2019,Julio,353,4229
Distancia,2024,Diciembre,2924,159
Último Latido,2016,Febrero,3434,4921
Claroscuro,2025,Septiembre,1459,3173
Ruido Blanco,2023,Octubre,3820,1203
Lento Adiós,2024,Julio,343,4531
Horizonte,2016,Octubre,4464,3955
Eco Final,2018,Mayo,3101,2503
Recuerdos,2024,Marzo,1399,4306
Siluetas,2024,Febrero,772,4488
Laberinto,2023,Diciembre,1802,4312
Horizonte,2015,Noviembre,2060,2925
Vértice,2023,Junio,2145,3017
Pecado,2025,Mayo,4125,2575
Eterno,2015,Mayo,490,3046
Punto Ciego,2018,Agosto,4204,3593
Contratiempo,2021,Noviembre,523,2844
Claroscuro,2023,Septiembre,4420,990
Pulso,2023,Noviembre,3139,2235
Desfase,2016,Marzo,1205,754
Repetición,2018,Noviembre,4845,3630
Contratiempo,2016,Julio,4603,2090
Despierto,2023,Febrero,4053,4902
Instinto,2021,Diciembre,415,1377
Desconexión,2024,Abril,826,213
Sin Filtro,2020,Agosto,1533,697
Colisión,2018,Marzo,488,3692
Marea Alta,2017,Octubre,490,4320
Distancia,2019,Marzo,3035,2881
Punto Final,2023,Junio,2381,3553
Despierto,2023,Enero,389,4870
Despierta,2016,Mayo,67,3868
Fuego Interno,2016,Octubre,4325,4779
Mil Vidas,2021,Julio,1731,779
Intermitente,2015,Noviembre,91,2777
Renacer,2017,Septiembre,1038,2419
Última Vez,2023,Marzo,942,3633
Renacer,2018,Mayo,4112,4394
Cicatrices,2016,Abril,67,1537
Desvelo II,2022,Noviembre,2836,1392
Cicatrices,2016,Septiembre,411,2700
Resonancia,2017,Marzo,2497,3512
Renacer,2025,Septiembre,2463,1237
Repetición,2020,Diciembre,3212,4665
Desorden,2017,Enero,2144,4553
Distancia,2021,Febrero,3296,1848
Desvelo II,2025,Febrero,1342,3998
Cenizas,2020,Mayo,721,4252
Renacer,2015,Enero,4380,3699
Fragmentada,2024,Mayo,972,2954
Lento Adiós,2017,Junio,1851,1346
Siluetas,2024,Junio,3518,2325
Espiral,2022,Septiembre,2769,4517
Mil Vidas,2023,Julio,880,4512
Al Límite,2022,Noviembre,2422,3768
Intermitente,2022,Junio,4773,3529
Instante,2015,Octubre,1881,2938
Ciudad Rota,2022,Diciembre,55,2221
Desfase,2023,Septiembre,2297,4599
Cenizas,2017,Marzo,3804,2026
Desorden,2022,Septiembre,1423,2914
Horizonte Rojo,2025,Junio,2985,430
Latente,2021,Octubre,2990,4040
Fragmentada,2021,Enero,225,3990
Punto Final,2021,Mayo,4549,1771
Al Límite,2023,Diciembre,2426,4466
Mil Vidas,2023,Enero,3033,2135
Lento Adiós,2024,Agosto,3288,3710
Fantasmas,2025,Abril,3483,1279
Ruido Blanco,2019,Noviembre,3839,1128
Eco Final,2015,Julio,2932,285
Sombras II,2019,Mayo,2925,650
Gravedad,2016,Abril,4430,4573
Pulso Final,2015,Noviembre,1314,483
Sombras del Ayer,2016,Noviembre,578,2394
Antes del Silencio,2019,Diciembre,4110,4127
Contratiempo,2019,Agosto,4422,1724
Repetición,2023,Julio,493,1907
Noches de Neón,2017,Noviembre,1473,4414
Vértice,2025,Agosto,4808,759
Noches de Neón,2021,Julio,2761,4489
Ruido Blanco,2024,Octubre,2509,4536
Ciudad Rota,2016,Enero,1561,4821
Fragmentada,2025,Diciembre,394,2772
